subject_id,category,video_id,file_path,file_size_bytes,duration_seconds,fps,width,height,attire,time_of_recording,description,classes_raw,source_dataset,label
1,ADL,11,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\11.mp4,9299982,9.313533333333334,29.741666249114193,1280,720,Full T-shirt & Trousers,Day (Light On),Walking to sitting on the chair and then reading book,Reading[5 to 9]; Sitting[3 to 9]; Walking[0 to 2],GMDCSA24,adl
1,ADL,12,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\12.mp4,7715103,7.329533333333333,29.742684845783725,1280,720,Full T-shirt & Trousers,Day (Light On),Reading book while sitting on the chair to stand up and keeping the book on the chair and going out of the room,Reading[0 to 2.5]; Sitting[0 to 3.3]; Standing[3.3 to 5];Walking[5 to 7];,GMDCSA24,adl
1,ADL,13,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\13.mp4,6219096,6.3056,29.656178634864247,1280,720,T-shirt & Trousers,Day (Light On),Walking to sitting on the chair (side view),Sitting[3 to 6]; Walking[0 to 2.5],GMDCSA24,adl
1,ADL,14,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\14.mp4,5850069,5.857666666666667,29.533944118818642,1280,720,T-shirt & Trousers,Day (Light On),Sitting on the chair (side view) to walking,Sitting[0 to 1]; Standing[4.7 to 5]; Walking[1.6 to 4.7],GMDCSA24,adl
1,ADL,15,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\15.mp4,7233079,7.169233333333334,29.570804874533305,1280,720,T-shirt & Trousers,Day (Light On),Walking to picking a mobile phone from the ground and then sitting on the chair,Sitting[4 to 7]; Walking[0 to 1.5],GMDCSA24,adl
1,ADL,16,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\ADL\16.mp4,3582225,3.5214000000000003,29.5337081842449,1280,720,T-shirt & Trousers,Day (Light On),Picking the mobile phone from the ground while sitting on the chair,Sitting[0 to 3],GMDCSA24,adl
1,Fall,01,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\01.mp4,6891695,6.8655333333333335,29.567986949302313,1280,720,Full T-shirt & Trousers,Day (Light On),Falling from sitting on the chair to the ground. Left side Fall. Full body not visible,Falling (SW)[3.4 to 6]; Sitting[0 to 3.4],GMDCSA24,fall
1,Fall,02,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\02.mp4,6422328,6.3694999999999995,29.67265876442421,1280,720,Full T-shirt & Trousers,Day (Light On),Falling from sitting on the chair to the ground. Left side Fall. Full body not visible,Falling (SW)[1.9 to 6]; Sitting[0 to 1.9],GMDCSA24,fall
1,Fall,03,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\03.mp4,6030324,5.921633333333333,29.721529532955433,1280,720,Full T-shirt & Trousers,Day (Light On),Falling from sitting on the chair to the ground. Left side fall,Falling (SW)[2.5 to 5]; Sitting[0 to 2.5],GMDCSA24,fall
1,Fall,04,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\04.mp4,4966884,4.9613,29.427770947130792,1280,720,Full T-shirt & Trousers,Day (Light On),Falling from sitting on the chair to the ground. Right side fall,Falling (SW)[2.3 to 4]; Sitting[0 to 2.2],GMDCSA24,fall
1,Fall,05,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\05.mp4,5872655,5.857633333333333,29.70482959557045,1280,720,Full T-shirt & Trousers,Day (Light On),Walking to falling. Right side fall,Falling (SW)[1.8 to 5]:; Walking[0 to 1.8],GMDCSA24,fall
1,Fall,06,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\06.mp4,5830074,5.697233333333333,29.663520890256674,1280,720,Full T-shirt & Trousers,Day (Light On),Walking to falling. Right side fall,Falling (SW)[2.2 to 5]; Walking[0 to 2.1],GMDCSA24,fall
1,Fall,07,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\07.mp4,5078892,5.153499999999999,29.688561172019018,1280,720,Full T-shirt & Trousers,Day (Light On),Walking to falling. Right side fall,Falling (SW)[1.1 to 5]; Walking[0 to 1],GMDCSA24,fall
1,Fall,08,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\08.mp4,4343049,4.353433333333333,29.631784874773167,1280,720,Full T-shirt & Trousers,Day (Light On),Walking to falling. Left side fall,Falling (FW)[0.8 to 4]; Walking[0 to 0.8],GMDCSA24,fall
1,Fall,09,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\09.mp4,4585785,4.481533333333333,29.23106674798804,1280,720,Full T-shirt & Trousers,Day (Light On),Standing position to falling. Forward Fall. Full body (head) not visible,Falling (FW)[0.7 to 4]; Standing[0 to 0.6],GMDCSA24,fall
1,Fall,10,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\10.mp4,4346206,4.4974,29.57264197091653,1280,720,Full T-shirt & Trousers,Day (Light On),Standing position to falling. Forward Fall. Full body (right eye) not visible,Falling (FW)[0.7 to 4]; Standing[0 to 0.7],GMDCSA24,fall
1,Fall,11,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\11.mp4,5961144,6.0973999999999995,29.684783678289108,1280,720,T-shirt & Trousers,Day (Light On),Standing position to falling,Falling (BW)[1 to 6]; Standing[0 to 1],GMDCSA24,fall
1,Fall,12,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\12.mp4,6599379,6.8334,29.268007141393742,1280,720,T-shirt & Trousers,Day (Light On),Standing position to falling. Backward Fall,Falling (BW)[1.9 to 6]; Standing[0 to 1.8],GMDCSA24,fall
1,Fall,13,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\13.mp4,1389022,4.3213333333333335,29.620487503856836,640,480,T-shirt & Trousers,Day (Light On),Standing position to falling. Backward fall. Full body (head) is not visible,Falling (BW)[0.4 to 4]; Standing[0 to 0.3],GMDCSA24,fall
1,Fall,14,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\14.mp4,1887607,5.697333333333334,29.663000234027614,640,480,T-shirt & Trousers,Day (Light On),Standing position to falling. Backward fall. Full body (both ankles) is not visible,Falling (BW) [0.3 to 5]; Standing [0 to 0.2],GMDCSA24,fall
1,Fall,15,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\15.mp4,2004556,6.001566666666666,29.658922392486406,640,480,T-shirt & Trousers,Day (Light On),Sitting on the chair (side view) to right side fall,Falling (SW) [1.8 to 6] ; Sitting [0 to 2],GMDCSA24,fall
1,Fall,16,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 1\Fall\16.mp4,6016916,6.0973,29.685270529578666,1280,720,T-shirt & Trousers,Day (Light On),Sitting on the chair (side view) to the left side fall,Falling (SW) [ 2.8 to 6]; Sitting [0 to 2.9],GMDCSA24,fall
2,ADL,01,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\01.mp4,11622498,11.393666666666666,29.841139814516836,1280,720,Full Shirt & Pant,Day,Talking on the mobile phone while sitting on the bed and walking,Sitting [0 to 7]; Standing [7.3 to 8.1]; Walking[8.1 to 11],GMDCSA24,adl
2,ADL,02,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\02.mp4,11856629,11.7934,29.84720267268133,1280,720,Full Shirt & Pant,Day,Picking up a water bottle from the ground and drinking while sitting on the bed,Drinking[10.5 to 11]; Sitting [0 to 11];,GMDCSA24,adl
2,ADL,03,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\03.mp4,12178337,11.937333333333333,29.822405897464538,1280,720,Full Shirt & Pant,Day,Walking; removing dust from the bed using a pillow; and sleeping on the bed,Sitting[5.6 to 7.4]; Sleeping[8 to 11]; Walking[0 to 4.6],GMDCSA24,adl
2,ADL,04,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\04.mp4,8300595,7.8415333333333335,29.841102505462366,1280,720,Full Shirt & Pant,Day,Yoga: Standing forward bend (Uttanasana),Exercising[0 to 7]; Standing[0 to 7],GMDCSA24,adl
2,ADL,05,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\05.mp4,11172187,10.817533333333333,29.85893272033674,1280,720,Full Shirt & Pant,Day,Throwing a book on the bed; standing up from the ground; walking; and opening the curtain,Sitting[0 to 2.8]; Standing[3.1 to 4.1]; Walking[4.1 to 10],GMDCSA24,adl
2,ADL,06,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\06.mp4,11333632,10.753400000000001,29.85102386222032,1280,720,Full Shirt & Pant,Day,Picking up the mobile phone from the ground; placing it on the bed; and sitting on the bed,Sitting[9.7 to 3]; Standing[0 to 0.5; 4.2 to 6.5]; Walking[0.5 to 1.8; 6 to 8.7],GMDCSA24,adl
2,ADL,07,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\07.mp4,13334845,12.9934,29.86131420567365,1280,720,Full Shirt & Pant,Day,Exercising (Moving both hands up and down),Exercising[0 to 13]; Standing[0 to 13],GMDCSA24,adl
2,ADL,08,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\08.mp4,14001257,13.6656,29.85598876009835,1280,720,Full Shirt & Pant,Day,Exercising (Stretching thigh and trying to touch the ground:Pyramid Pose),Exercising[0 to 13]; Standing[4.5 to 6.2; 10 to 13],GMDCSA24,adl
2,ADL,09,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\09.mp4,11237415,10.960466666666667,29.83449609809801,1280,720,Full Shirt & Paint,Day,Standing up from a sitting position on the bed and then sitting on the ground,Sitting[0 to 0.5; 3.7 to 10]; Standing[0.5 to 1.3]; Walking[0.5 to 3.1],GMDCSA24,adl
2,ADL,10,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\10.mp4,7729870,7.568033333333333,29.86244775172766,1280,720,Full Shirt & Paint,Day,Standing up from the ground and closing the curtain,Standing[0.1 to 2.1]; Walking[2.1 to 5],GMDCSA24,adl
2,ADL,11,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\11.mp4,10144022,9.9853,29.84387048961974,1280,720,Full Shirt; T-shirt & Pant,Day,Removing the shirt and hanging it on the hanger,Standing[0 to 4.7]; Walking[5 to 6.5; 8 to 10],GMDCSA24,adl
2,ADL,12,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\12.mp4,7791870,7.601533333333333,29.862396183226192,1280,720,T-shirt and Pant,Day,Going to bed and sleeping (belly facing downwards),Sleeping[3 to 7]; Standing[0 to 0.1],GMDCSA24,adl
2,ADL,13,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\13.mp4,5042870,4.8483,29.907390219252107,1280,720,T-shirt and Pant,Day,Sitting on the ground and reading a book,Reading[1 to 4]; Sitting[1 to 4]; Standing[0 to 0.5],GMDCSA24,adl
2,ADL,14,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\14.mp4,5961059,11.057566666666666,15.012344488088097,1280,720,Full Shirt & Jeans,Night,Walking and reading something while sitting on the bed,Reading[8.6 to 11]; Sitting[4.6 to 11]; Walking[0 to 3.6],GMDCSA24,adl
2,ADL,15,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\15.mp4,6478341,11.9214,15.015015015015015,1280,720,Full Shirt & Jeans,Night,Reading a newspaper while sitting on the bed and placing a pillow on the lap,Reading[6.5 to 11]; Sitting[0 to 11],GMDCSA24,adl
2,ADL,16,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\16.mp4,6180584,11.537466666666667,14.994626203325975,1280,720,Full Shirt & Jeans,Night,Reading a newspaper; throwing the newspaper; and sleeping,Reading[0 to 5.8]; Sleeping[9 to 11],GMDCSA24,adl
2,ADL,17,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\17.mp4,6329895,11.665566666666667,15.001414419073798,1280,720,Full Shirt & Jeans,Night,Standing up from bed; walking; and checking the dress on the hanger,Standing[3.5 to 4; 6.8 to 10]; Walking[4.1 to 6.8],GMDCSA24,adl
2,ADL,18,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\18.mp4,6235033,11.665333333333333,15.001714481655046,1280,720,Full Shirt & Jeans,Night,Walking; opening the window; and looking outside,Standing[2 to 11]; Walking[0 to 2],GMDCSA24,adl
2,ADL,19,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\19.mp4,6099589,11.329400000000001,15.00520768972761,1280,720,Full Shirt & Jeans,Night,Sitting on the ground and writing in a notebook,Sitting[1 to 11]; Walking[0 to 0.6]; Writing[5 to 11],GMDCSA24,adl
2,ADL,20,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\20.mp4,6259591,11.6654,15.001628748264098,1280,720,Full Shirt & Jeans,Night,Standing up; picking up a water bottle; and drinking water while sitting on the ground,Drinking[7.4 to 9.4]; Sitting[3.7 to 11]; Standing[0 to 3.2],GMDCSA24,adl
2,ADL,21,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\21.mp4,5703502,10.529333333333334,15.005698366468279,1280,720,Full Shirt & Jeans,Night,Picking up a pen from the ground and walking,Standing[0 to 6.6]; Walking[6.6 to 10],GMDCSA24,adl
2,ADL,22,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\22.mp4,6399428,12.1293,15.004987921809173,1280,720,Full Shirt & Jeans,Night,Exercising (Push-up) and sitting,Exercising[1.9 to 8.3]; Sitting[9.5 to 10.5],GMDCSA24,adl
2,ADL,23,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\ADL\23.mp4,1426689,7.2802999999999995,14.971910498193756,640,480,Full Shirt & Jeans,Night,Eating biscuits while sitting on the bed with legs folded,Eating[4.2 to 5.2]; Sitting[0 to 7],GMDCSA24,adl
2,Fall,01,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\01.mp4,6472725,6.3681,29.836214883560245,1280,720,T-Shirt & Pants,Day,Right side fall on the ground,Falling (SW)[1.4 to 6]; Standing[0.4 to 1.2],GMDCSA24,fall
2,Fall,02,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\02.mp4,8595129,8.447899999999999,29.829898554670393,1280,720,T-Shirt & Pants,Day,Right side fall on the ground after walking,Falling (SW)[2.7 to 8]; Walking[0 to 2.6],GMDCSA24,fall
2,Fall,03,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\03.mp4,7202590,7.041566666666667,29.822908727697907,1280,720,T-Shirt & Pants,Day,Forward fall on the bed,Falling (FW)[0 to 7],GMDCSA24,fall
2,Fall,04,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\04.mp4,10581582,10.209633333333333,29.87374669021741,1280,720,T-Shirt & Pants,Day,Seeing outside the window then backward fall,Falling (BW)[3.3 to 10]; Standing[0 to 3.1],GMDCSA24,fall
2,Fall,05,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\05.mp4,4740489,4.528133333333334,29.813609728806572,1280,720,T-Shirt & Pants,Day,Left side fall (face hidden by hand),Falling (SW)[0.8 to 4]; Standing[0 to 0.7],GMDCSA24,fall
2,Fall,06,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\06.mp4,6640674,6.496066666666667,29.864225531347174,1280,720,T-Shirt & Pants,Day,Walking while seeing the mobile phone then fall backward (left hand not fully in the frame),Falling (BW)[2.1 to 6]; Walking[0 to 1.9],GMDCSA24,fall
2,Fall,07,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\07.mp4,4719515,4.528066666666667,29.81404867419502,1280,720,Full Shirt & Pants,Day,Falling (forward) after trying to pick the bottle from the ground,Falling (FW)[2 to 4]; Standing[0 to 1.7],GMDCSA24,fall
2,Fall,08,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\08.mp4,6240049,6.064333333333333,29.846644313747046,1280,720,Full Shirt & Pants,Day,Reading a newspaper in the sitting position on the ground then falling backward,Falling (BW)[3.2 to 6]; Reading[0 to 2.1]; Sitting[0 to 3],GMDCSA24,fall
2,Fall,09,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\09.mp4,5848366,5.6001666666666665,29.820541055325734,1280,720,Full Shirt & Pants,Day,Falling backward after walking,Falling (BW)[1.8 to 5]; Walking[0 to 1.7],GMDCSA24,fall
2,Fall,10,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\10.mp4,6007745,11.137500000000001,14.99438832772166,1280,720,Full Shirt & Jeans,Night,Right side fall then backward,Falling (BW)[2 to 4]; Falling (SW)[4 to 11]; Walking[0 to 1.8],GMDCSA24,fall
2,Fall,11,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\11.mp4,5742412,10.593333333333332,15.009439899307742,1280,720,Full Shirt & Jeans,Night,Falling from bed to ground,Falling (BW[5.9 to 10]; Walking[0 to 1.3],GMDCSA24,fall
2,Fall,12,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\12.mp4,2393316,12.2574,15.011340088436373,640,480,Full Shirt & Jeans,Night,Drinking water from the water bottle then falling backwards,Falling (BW)[6.9 to 12]; Drinking[3.5 to 5.3]; Standing[3.6 to 6.9]; Walking[0 to 3.6],GMDCSA24,fall
2,Fall,13,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\13.mp4,1617503,8.896,14.950539568345324,640,480,Full Shirt & Jeans,Night,Falling backward (side view),Falling (BW)[2.5 to 8]; Standing[0 to 2.5],GMDCSA24,fall
2,Fall,14,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\14.mp4,2174567,11.201433333333332,14.998080602780002,640,480,Full Shirt & Jeans,Night,Falling backward on the bed,Falling (BW)[3.4 to 11]; Standing[0 to 3.2],GMDCSA24,fall
2,Fall,15,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\15.mp4,12004861,11.6653,29.832066042022067,1280,720,T-Shirt & Pants 2,Day,Writing while sitting on the bed; then falling on the ground,Falling (SW)[7.7 to 11]; Sitting[0 to 7.7]; Writing[0 to 4.6],GMDCSA24,fall
2,Fall,16,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\16.mp4,4208601,4.0174666666666665,29.869569546314427,1280,720,T-Shirt & Pants 2,Day,Walking then falling forward,Falling (FW)[0.8 to 4]; Walking[0 to 0.6],GMDCSA24,fall
2,Fall,17,datasets\raw\GMDCSA24\extracted\ekramalam-GMDCSA24-A-Dataset-for-Human-Fall-Detection-in-Videos-5abac76\Subject 2\Fall\17.mp4,6754763,6.497366666666666,29.858250265492174,1280,720,T-Shirt & Pants 2,Day,Walking then falling forward,Falling (FW)[2.5 to 6]; Walking[0 to 2.1],GMDCSA24,fall
